0.1, 30.0, 20.0, 7979327.772157281, -0.02580636361121675, 11955.52760780385, 7981366.541573764, -13994.297024287207, 2.6659449055393365e+21 0.0, 0.35110476820770614, 0.0, 0.0, -0.07755177205859388, -0.478913511965142, 0.0, 0.0, -7.81568301436765e-10, 
0.1, 30.0, 20.275862068965516, 8121738.973016078, -0.02568471160310512, 11954.354673364083, 8123657.760012404, -13873.141669690653, 2.89037272301296e+21 0.0, 0.34944964931843764, 0.0, 0.0, -0.07718619057280074, -0.47665589864924846, 0.0, 0.0, -7.725854024671671e-10, 
0.1, 30.0, 20.551724137931036, 8263879.669243761, -0.0255601064214431, 11952.305571095527, 8265677.256564741, -13749.8928920748, 3.1273011089900584e+21 0.0, 0.34775435145069544, 0.0, 0.0, -0.07681173438275328, -0.4743434804505099, 0.0, 0.0, -7.638104821278358e-10, 
0.1, 30.0, 20.82758620689655, 8405947.500753911, -0.025432880895784844, 11949.47047734671, 8407622.82547143, -13624.795194864471, 3.3776373125028874e+21 0.0, 0.3460234028691186, 0.0, 0.0, -0.07642940368833163, -0.4719824340071199, 0.0, 0.0, -7.552464736674563e-10, 
0.1, 30.0, 21.103448275862068, 8548124.412769502, -0.0253033343504451, 11945.928379567178, 8549676.554968817, -13498.070578882207, 3.6423980330919794e+21 0.0, 0.3442608759876284, 0.0, 0.0, -0.07604009800143305, -0.46957831416831414, 0.0, 0.0, -7.468957324991613e-10, 
0.1, 30.0, 21.379310344827587, 8690581.662440965, -0.025171737869694316, 11941.749322890422, 8692009.834708303, -13369.921590230148, 3.9227303087406097e+21 0.0, 0.3424704590042869, 0.0, 0.0, -0.07564463196862828, -0.46713615170566464, 0.0, 0.0, -7.387592615993141e-10, 
0.1, 30.0, 21.655172413793103, 8833482.384228949, -0.02503833854653811, 11936.99591043841, 8834785.922410896, -13240.534092384627, 4.2199280231698583e+21 0.0, 0.340655513707454, 0.0, 0.0, -0.0752437481393448, -0.4646605321617664, 0.0, 0.0, -7.308368970366619e-10, 
0.1, 30.0, 21.93103448275862, 8976982.224490121, -0.024903363114901697, 11931.724290809569, 8978160.580130396, -13110.079931084401, 4.5354430108329464e+21 0.0, 0.3388191248929495, 0.0, 0.0, -0.07483812788109427, -0.4621556632561764, 0.0, 0.0, -7.231280526211715e-10, 
0.1, 30.0, 22.20689655172414, 9121231.496694567, -0.024767020858381412, 11925.985177509581, 9122284.23035688, -12978.718839821817, 4.870904706187998e+21 0.0, 0.33696413993865293, 0.0, 0.0, -0.07442840012068223, -0.4596254288659128, 0.0, 0.0, -7.156318013617431e-10, 
0.1, 30.0, 22.482758620689655, 9266378.523948558, -0.02462950586438457, 11919.82484498833, 9267305.298814045, -12846.599710476507, 5.228149785608429e+21 0.0, 0.33509319947288074, 0.0, 0.0, -0.07401514811821745, -0.45707343085769836, 0.0, 0.0, -7.083463198488576e-10, 
0.1, 30.0, 22.758620689655174, 9412569.586779514, -0.02449099925192116, 11913.285561739345, 9413370.163618168, -12713.862400392894, 5.609239561354581e+21 0.0, 0.3332087676842843, 0.0, 0.0, -0.07359891616194068, -0.454503030431232, 0.0, 0.0, -7.012697699900736e-10, 
0.1, 30.0, 23.03448275862069, 9559949.785274914, -0.02435167105041641, 11906.406068419266, 9560624.01835001, -12580.639143518014, 6.016483895989296e+21 0.0, 0.3313131578837637, 0.0, 0.0, -0.07318021521432197, -0.45191738298612005, 0.0, 0.0, -6.944006089094499e-10, 
0.1, 30.0, 23.310344827586206, 9708667.605709141, -0.024211681345723657, 11899.222386858424, 9709215.438216059, -12447.054893774717, 6.45249104859597e+21 0.0, 0.32940854809638237, 0.0, 0.0, -0.07275952635599182, -0.4493194593895417, 0.0, 0.0, -6.877364720744699e-10, 
0.1, 30.0, 23.586206896551722, 9858872.316458559, -0.024071182190003673, 11891.767741357491, 9859293.778041463, -12313.229324262558, 6.920182159070183e+21 0.0, 0.32749700704595297, 0.0, 0.0, -0.07233730652519808, -0.44671208141971286, 0.0, 0.0, -6.812759246322977e-10, 
0.1, 30.0, 23.862068965517242, 10010719.687865835, -0.023930318258759242, 11884.073349038728, 10011014.891214391, -12179.276697593748, 7.422860458357544e+21 0.0, 0.325580503094231, 0.0, 0.0, -0.07191399049228846, -0.44409793395911407, 0.0, 0.0, -6.750169705882261e-10, 
0.1, 30.0, 24.137931034482758, 10164370.955715012, -0.023789228347732044, 11876.168412701069, 10164540.094680568, -12045.307378257292, 7.964247643292743e+21 0.0, 0.3236609246067246, 0.0, 0.0, -0.07148999535809646, -0.44147959277383986, 0.0, 0.0, -6.689580436518958e-10, 
